Strategy,Regime,Ann. Return,Volatility,Sharpe,Max DD
Rule-Based,Crisis,0.07983669239751034,0.03439707883330437,2.3210311778048394,-0.0358964971485237
Rule-Based,Risk-Off,0.05577531232914472,0.029612447770765233,1.8835090148882818,-0.03551687656202476
Rule-Based,Neutral,0.03089657019420472,0.033930497553521156,0.910584059236656,-0.07834920331121334
Rule-Based,Risk-On,0.06346111885873336,0.028517689767774104,2.225324680067403,-0.03939168034372767
