Date,Short-term treasury index,US TIPS 0-5 Years,US TIPS 1-5 years,US Treasury Inflation Notes 1-10 Years,US Aggregate 10 or 10+ Years,US Aggregate,US Corporate HY,US Corporate IG,US Treasury,CHF,Gold,JPY,US treasury 1-3 Year,US Treasury 20+ Years,US Treasury 10+ Years
2021-10-01,0.034846547314578,0.0,0.0,0.0,0.042519181585677746,0.20843989769820967,0.2921994884910486,0.20843989769820967,0.042519181585677746,0.012787723785166237,0.025575447570332473,0.012787723785166237,0.034846547314578,0.042519181585677746,0.042519181585677746
2021-11-01,0.034846547314578,0.0,0.0,0.0,0.042519181585677746,0.20843989769820967,0.2921994884910486,0.20843989769820967,0.042519181585677746,0.012787723785166237,0.025575447570332473,0.012787723785166237,0.034846547314578,0.042519181585677746,0.042519181585677746
2021-12-01,0.05139318885448918,0.0,0.0,0.0,0.07476780185758515,0.21145510835913317,0.13808049535603717,0.21145510835913317,0.07476780185758515,0.006191950464396287,0.024767801857585148,0.006191950464396287,0.05139318885448918,0.07476780185758515,0.07476780185758515
2022-01-01,0.05139318885448918,0.0,0.0,0.0,0.07476780185758515,0.21145510835913317,0.13808049535603717,0.21145510835913317,0.07476780185758515,0.006191950464396287,0.024767801857585148,0.006191950464396287,0.05139318885448918,0.07476780185758515,0.07476780185758515
2022-02-01,0.05139318885448918,0.0,0.0,0.0,0.07476780185758515,0.21145510835913314,0.13808049535603717,0.21145510835913314,0.07476780185758515,0.006191950464396286,0.024767801857585144,0.006191950464396286,0.05139318885448918,0.07476780185758515,0.07476780185758515
2022-03-01,0.12264705882352944,0.0,0.0,0.0,0.09573529411764709,0.14705882352941177,0.008823529411764704,0.14705882352941177,0.09573529411764709,0.011764705882352943,0.045294117647058825,0.011764705882352943,0.12264705882352944,0.09573529411764709,0.09573529411764709
2022-04-01,0.12264705882352944,0.0,0.0,0.0,0.09573529411764709,0.14705882352941177,0.008823529411764704,0.14705882352941177,0.09573529411764709,0.011764705882352943,0.045294117647058825,0.011764705882352943,0.12264705882352944,0.09573529411764709,0.09573529411764709
2022-05-01,0.12264705882352944,0.0,0.0,0.0,0.09573529411764709,0.1470588235294118,0.008823529411764706,0.1470588235294118,0.09573529411764709,0.011764705882352944,0.04529411764705883,0.011764705882352944,0.12264705882352944,0.09573529411764709,0.09573529411764709
2022-06-01,0.04931669637551991,0.0,0.0,0.0,0.07174688057041,0.20291146761735,0.1325014854426619,0.20291146761735,0.07174688057041,0.016042780748663107,0.04396910279263221,0.016042780748663107,0.04931669637551991,0.07174688057041,0.07174688057041
2022-07-01,0.04931669637551991,0.0,0.0,0.0,0.07174688057041,0.20291146761735,0.1325014854426619,0.20291146761735,0.07174688057041,0.016042780748663107,0.04396910279263221,0.016042780748663107,0.04931669637551991,0.07174688057041,0.07174688057041
2022-08-01,0.04931669637551991,0.0,0.0,0.0,0.07174688057041,0.20291146761734996,0.1325014854426619,0.20291146761734996,0.07174688057041,0.016042780748663107,0.04396910279263221,0.016042780748663107,0.04931669637551991,0.07174688057041,0.07174688057041
2022-09-01,0.12264705882352944,0.0,0.0,0.0,0.09573529411764709,0.14705882352941177,0.008823529411764704,0.14705882352941177,0.09573529411764709,0.011764705882352943,0.045294117647058825,0.011764705882352943,0.12264705882352944,0.09573529411764709,0.09573529411764709
2022-10-01,0.12264705882352944,0.0,0.0,0.0,0.09573529411764709,0.14705882352941177,0.008823529411764704,0.14705882352941177,0.09573529411764709,0.011764705882352943,0.045294117647058825,0.011764705882352943,0.12264705882352944,0.09573529411764709,0.09573529411764709
2022-11-01,0.12264705882352944,0.0,0.0,0.0,0.09573529411764709,0.1470588235294118,0.008823529411764706,0.1470588235294118,0.09573529411764709,0.011764705882352944,0.04529411764705883,0.011764705882352944,0.12264705882352944,0.09573529411764709,0.09573529411764709
2022-12-01,0.05139318885448918,0.0,0.0,0.0,0.07476780185758515,0.21145510835913317,0.13808049535603717,0.21145510835913317,0.07476780185758515,0.006191950464396287,0.024767801857585148,0.006191950464396287,0.05139318885448918,0.07476780185758515,0.07476780185758515
